row_id,claim_id,support_status,table,evidence_type,paper,citation,page_number,text,paper_title,year,journal,doi,source
E59,C59,SUPPORTED,populations,dataset_population,P2,P2 p3,3,Several sample TOF mass spectrum,Recent Advances and Ongoing Challenges in the Diagnosis of Microbial Infections by MALDI-TOF Mass Spectrometry,2018,Frontiers in Microbiology,10.3389/fmicb.2018.01097,10.3389/fmicb.2018.01097
E60,C60,SUPPORTED,populations,dataset_population,P2,P2 p3,3,"preparation protocols have been proposed to separate bacteria from host cells and proteins through cell lysis and/or differential In an attempt to overcome these difficulties, an indirect centrifugation steps (Christner et al., 2010; Stevenson et al., method has been established to detect methicillin resistance in 2010; Schubert et al., 2011), and differences in sample processing a particular subset of S",Recent Advances and Ongoing Challenges in the Diagnosis of Microbial Infections by MALDI-TOF Mass Spectrometry,2018,Frontiers in Microbiology,10.3389/fmicb.2018.01097,10.3389/fmicb.2018.01097
E61,C61,SUPPORTED,populations,dataset_population,P2,P2 p3,3,"A simple, rapid and reliable method that does not up to half of MRSA isolates (David et al., 2014; Rhoads et al., necessarily require to work in batches has been proposed by 2016)",Recent Advances and Ongoing Challenges in the Diagnosis of Microbial Infections by MALDI-TOF Mass Spectrometry,2018,Frontiers in Microbiology,10.3389/fmicb.2018.01097,10.3389/fmicb.2018.01097
E62,C62,SUPPORTED,populations,dataset_population,P2,P2 p3,3,"Absence of this toxin does not imply methicillin susceptibility and, therefore, Several studies indicate that integrating rapid MALDI-TOF additional methods are still required to confirm MSSA isolates",Recent Advances and Ongoing Challenges in the Diagnosis of Microbial Infections by MALDI-TOF Mass Spectrometry,2018,Frontiers in Microbiology,10.3389/fmicb.2018.01097,10.3389/fmicb.2018.01097
E63,C63,SUPPORTED,populations,dataset_population,P2,P2 p3,3,"MS identification with antimicrobial stewardship intervention However, expression of PMS-mec is closely correlated with for streamlining empirical antimicrobial therapy in patients methicillin resistance and, therefore, if PSM-mec is detected in with bloodstream infections can improve patient outcomes",Recent Advances and Ongoing Challenges in the Diagnosis of Microbial Infections by MALDI-TOF Mass Spectrometry,2018,Frontiers in Microbiology,10.3389/fmicb.2018.01097,10.3389/fmicb.2018.01097
E64,C64,SUPPORTED,populations,dataset_population,P2,P2 p4,4,"aureus clinical isolate, then resistance to methicillin can be In the overall, the discriminatory power of MALDI-TOF MS inferred",Recent Advances and Ongoing Challenges in the Diagnosis of Microbial Infections by MALDI-TOF Mass Spectrometry,2018,Frontiers in Microbiology,10.3389/fmicb.2018.01097,10.3389/fmicb.2018.01097
E65,C65,SUPPORTED,populations,dataset_population,P3,P3 p3,3,"Thus, the MALDI � Principle and Methodology identity of a microorganism can be established down to the genus, The sample for analysis by MALDI MS is prepared by mixing or and in many cases to the species and strain level (Fagerquist et al., coating with solution of an energy-absorbent, organic compound 2010)",MALDI-TOF mass spectrometry: an emerging technology for microbial identification and diagnosis,2015,Frontiers in Microbiology,10.3389/fmicb.2015.00791,10.3389/fmicb.2015.00791
E66,C66,SUPPORTED,populations,dataset_population,P3,P3 p3,3,"When the matrix crystallizes on drying, the sample because it is simple and can be conveniently adopted in a entrapped within the matrix also co-crystallizes",MALDI-TOF mass spectrometry: an emerging technology for microbial identification and diagnosis,2015,Frontiers in Microbiology,10.3389/fmicb.2015.00791,10.3389/fmicb.2015.00791
E67,C67,SUPPORTED,populations,dataset_population,P3,P3 p3,3,Desorption and ionization with the laser beam by matching the biomarker masses with the molecular masses of generates singly protonated ions from analytes in the sample,MALDI-TOF mass spectrometry: an emerging technology for microbial identification and diagnosis,2015,Frontiers in Microbiology,10.3389/fmicb.2015.00791,10.3389/fmicb.2015.00791
E68,C68,SUPPORTED,populations,dataset_population,P3,P3 p3,3,"In PMF matching, the MS spectrum of unknown microbial The matrix solution consists of water and a mixture of organic isolates is compared with the MS spectra of known microbial solvents containing ethanol/methanol or acetonitrile and a isolates contained in the database",MALDI-TOF mass spectrometry: an emerging technology for microbial identification and diagnosis,2015,Frontiers in Microbiology,10.3389/fmicb.2015.00791,10.3389/fmicb.2015.00791
E69,C69,SUPPORTED,populations,dataset_population,P3,P3 p4,4,"cellular compounds entrapped within the matrix solution takes a method based on mechanical lysis for sample preparation of place (Horneffer et al., 2001)",MALDI-TOF mass spectrometry: an emerging technology for microbial identification and diagnosis,2015,Frontiers in Microbiology,10.3389/fmicb.2015.00791,10.3389/fmicb.2015.00791
E70,C70,SUPPORTED,populations,dataset_population,P3,P3 p4,4,"A small specimen from the mold isolate was suspended in ethanol and zirconia-silica beads, The process of sample preparation for identification of vortexed and centrifuged",MALDI-TOF mass spectrometry: an emerging technology for microbial identification and diagnosis,2015,Frontiers in Microbiology,10.3389/fmicb.2015.00791,10.3389/fmicb.2015.00791
E71,C71,SUPPORTED,populations,dataset_population,P3,P3 p4,4,Analysis different sample preparation methods for different groups of of intact cells of members of the genus Penicillium generated poor microorganisms,MALDI-TOF mass spectrometry: an emerging technology for microbial identification and diagnosis,2015,Frontiers in Microbiology,10.3389/fmicb.2015.00791,10.3389/fmicb.2015.00791
E72,C72,SUPPORTED,populations,dataset_population,P3,P3 p4,4,directly on to the sample plate and immediately overlaid with the matrix solution,MALDI-TOF mass spectrometry: an emerging technology for microbial identification and diagnosis,2015,Frontiers in Microbiology,10.3389/fmicb.2015.00791,10.3389/fmicb.2015.00791
